,A,B,C,D,E
2025-07-03,0.9703405498643802,1.0076084406555852,1.0097340149568599,0.9681697576740608,0.6005222010273581
2025-07-04,0.9703405498643802,0.9917338270406949,0.9938259134617762,0.9681697576740608,0.5790052866254146
2025-07-05,0.9703405498643802,0.9950340816134781,0.9971331300011572,0.9681697576740608,0.5806721873244375
2025-07-06,0.9703405498643802,1.0201190630694044,1.0222710288303203,0.9681697576740608,0.5956662669031956
2025-07-07,0.9703405498643802,1.0196703793285093,1.0218213985802551,0.9681697576740608,0.5903561561299892
2025-07-08,0.9703405498643802,1.0260284190099709,1.0281928506997313,0.9681697576740608,0.6008538097452343
2025-07-09,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.6280247820854991
2025-07-10,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.6633340227000891
2025-07-11,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.6748341675336749
2025-07-12,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.6699820940568846
2025-07-13,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.6825918455129834
2025-07-14,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.6992037952649608
2025-07-15,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7131218817860668
2025-07-16,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7588708275681364
2025-07-17,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7910461603684771
2025-07-18,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7971436208849763
2025-07-19,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7985977618796437
2025-07-20,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.8224920630397977
2025-07-21,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.8310264666889475
2025-07-22,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.839600798690257
2025-07-23,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7836345974461473
2025-07-24,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.774779744150087
2025-07-25,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.791942955286738
2025-07-26,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7983450314951303
2025-07-27,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.8070352678847605
2025-07-28,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7797108457466503
2025-07-29,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7721362733016205
2025-07-30,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7677591059837002
2025-07-31,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7354293650709164
2025-08-01,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.7056110533411776
2025-08-02,0.9703405498643802,1.0518415752158825,1.0540604603810728,0.9681697576740608,0.683157966297201
2025-08-03,0.9703405498643802,1.0614480595646791,1.0636872098402372,0.9681697576740608,0.7086541319205746
2025-08-04,0.9703405498643802,1.0678346055486299,1.0700872283969352,0.9681697576740608,0.7362655689300566
2025-08-05,0.9703405498643802,1.0624145035925043,1.0646556926050421,0.9681697576740608,0.7109463531073594
2025-08-06,0.9703405498643802,1.0685853147348294,1.0708395212222641,0.9681697576740608,0.7240672434278481
2025-08-07,0.9703405498643802,1.0977796718374684,1.1000954645251528,0.9681697576740608,0.7685724473754114
2025-08-08,0.9703405498643802,1.100946867392515,1.103269341355591,0.9681697576740608,0.7763318772164466
2025-08-09,0.9703405498643802,1.110243989883862,1.1125860763510083,0.9681697576740608,0.7976016932759585
2025-08-10,0.9703405498643802,1.1093289357931198,1.1116690919315977,0.9681697576740608,0.7949254552714901
2025-08-11,0.9703405498643802,1.1093289357931198,1.1116690919315977,0.9681697576740608,0.7685409123141062
2025-08-12,0.9703405498643802,1.1093289357931198,1.1116690919315977,0.9681697576740608,0.8196057415307941
2025-08-13,0.9703405498643802,1.1093289357931198,1.1116690919315977,0.9681697576740608,0.847669796390553
2025-08-14,0.9703405498643802,1.1093289357931198,1.1116690919315977,0.9681697576740608,0.7910863062240394
2025-08-15,0.9703405498643802,1.1093289357931198,1.1116690919315977,0.9681697576740608,0.7753405408828712
2025-08-16,0.9703405498643802,1.1093289357931198,1.1116690919315977,0.9681697576740608,0.7766605397504623
2025-08-17,0.9703405498643802,1.1132949355910327,1.1156434581017134,0.9681697576740608,0.7835588249142688
2025-08-18,0.9703405498643802,1.1056045132453933,1.1079368126247024,0.9681697576740608,0.7599454113142086
2025-08-19,0.9703405498643802,1.099518385657913,1.101837846204326,0.9681697576740608,0.721977785711503
2025-08-20,0.9703405498643802,1.1270492925732056,1.1294268302315886,0.9681697576740608,0.7614643696075182
2025-08-21,0.9703405498643802,1.1178537552845877,1.1202118947353354,0.9681697576740608,0.7422145840041057
2025-08-22,0.9703405498643802,1.1533988890017162,1.1558320117691134,0.9681697576740608,0.8202327842738147
2025-08-23,0.9703405498643802,1.1502922527814075,1.15271882202479,0.9681697576740608,0.8154738758647235
2025-08-24,0.9703405498643802,1.1489040057508657,1.1513276464536635,0.9681697576740608,0.8091062662935125
2025-08-25,0.9703405498643802,1.1489040057508657,1.1513276464536635,0.9681697576740608,0.7402268987083174
2025-08-26,0.9703405498643802,1.1746778043958792,1.1771558155483832,0.9681697576740608,0.7706864296569433
2025-08-27,0.9703405498643802,1.1612172707973711,1.1636668866296853,0.9681697576740608,0.7650562219651441
2025-08-28,0.9703405498643802,1.1597006861312968,1.1621471026916896,0.9681697576740608,0.7729645793888911
2025-08-29,0.9703405498643802,1.1465862768857085,1.1490050282835795,0.9681697576740608,0.7437657001672151
2025-08-30,0.9703405498643802,1.1477543642637218,1.150175579770082,0.9681697576740608,0.7459455090439401
2025-08-31,0.9703405498643802,1.1468923349431281,1.149311731977851,0.9681697576740608,0.7372456452023634
2025-09-01,0.9703405498643802,1.1455707575647402,1.147987366700117,0.9681697576740608,0.7262013167496949
2025-09-02,0.9703405498643802,1.1593725709509008,1.1618182953444085,0.9681697576740608,0.7471924257011882
2025-09-03,0.9703405498643802,1.1715749273667133,1.1740463929253064,0.9681697576740608,0.7601385606424512
2025-09-04,0.9703405498643802,1.1525843296126768,1.1550157340474017,0.9681697576740608,0.7323268790954963
2025-09-05,0.9703405498643802,1.1533094249571259,1.1557423589979636,0.9681697576740608,0.7355618028626624
2025-09-06,0.9703405498643802,1.1494062660171231,1.151830966250063,0.9681697576740608,0.7290642538039053
2025-09-07,0.9703405498643802,1.1597354080971611,1.1621818979043776,0.9681697576740608,0.744666977057913
2025-09-08,0.9703405498643802,1.1713076003689074,1.1737785019947526,0.9681697576740608,0.7613127867712958
2025-09-09,0.9703405498643802,1.1726640652513478,1.17513782837257,0.9681697576740608,0.7576719766260873
2025-09-10,0.9703405498643802,1.1779051942031433,1.1803900136122647,0.9681697576740608,0.7686176609976179
2025-09-11,0.9703405498643802,1.1813037057429363,1.1837956943940966,0.9681697576740608,0.7915198054418331
2025-09-12,0.9703405498643802,1.1813037057429363,1.1837956943940966,0.9681697576740608,0.8215607102089422
2025-09-13,0.9703405498643802,1.1813037057429363,1.1837956943940966,0.9681697576740608,0.8220845572617379
2025-09-14,0.9703405498643802,1.1813037057429363,1.1837956943940966,0.9681697576740608,0.8009717728243259
2025-09-15,0.9703405498643802,1.166304644668992,1.1687649924391557,0.9681697576740608,0.7819259409003518
2025-09-16,0.9703405498643802,1.1639916902885696,1.1664471588256973,0.9681697576740608,0.782328431717896
2025-09-17,0.9703405498643802,1.1826201975673976,1.185114963389805,0.9681697576740608,0.8049398494277314
2025-09-18,0.9703405498643802,1.1915155301560718,1.1940290608970616,0.9681697576740608,0.8105682744103254
2025-09-19,0.9703405498643802,1.1735337581242868,1.1760093558835945,0.9681697576740608,0.7835684858474364
2025-09-20,0.9703405498643802,1.173803100090186,1.1762792660328651,0.9681697576740608,0.7859356126970846
2025-09-21,0.9703405498643802,1.1724782574433723,1.174951628598543,0.9681697576740608,0.7749722063403643
2025-09-22,0.9703405498643802,1.1494650361519871,1.1518898603619432,0.9681697576740608,0.7249772418151923
2025-09-23,0.9703405498643802,1.1361501245459877,1.1385468606288585,0.9681697576740608,0.7136688311782101
2025-09-24,0.9703405498643802,1.1492360835797166,1.151660424808701,0.9681697576740608,0.7241874695869935
2025-09-25,0.9703405498643802,1.0995202267612756,1.10183969119154,0.9681697576740608,0.6735183227583516
2025-09-26,0.9703405498643802,1.1324758119996199,1.134864797031578,0.9681697576740608,0.6973664776185696
2025-09-27,0.9703405498643802,1.1329788390686557,1.135368885248345,0.9681697576740608,0.6949383719922766
2025-09-28,0.9703405498643802,1.146937418362056,1.1493569105013375,0.9681697576740608,0.7168130738165478
2025-09-29,0.9703405498643802,1.1540801904247409,1.1565147504139168,0.9681697576740608,0.7179360949488041
2025-09-30,0.9703405498643802,1.150465731391009,1.1528926665917005,0.9681697576740608,0.7111219891644546
2025-10-01,0.9703405498643802,1.1683918966640305,1.1708566475426059,0.9681697576740608,0.7478847763501935
2025-10-02,0.9703405498643802,1.172194220708233,1.174666992681062,0.9681697576740608,0.7697575009110003
2025-10-03,0.9703405498643802,1.1812065641634355,1.1836983478920913,0.9681697576740608,0.7754492912157069
2025-10-04,0.9703405498643802,1.1798831656526736,1.1823721576402608,0.9681697576740608,0.762588129089631
2025-10-05,0.9703405498643802,1.181277014965225,1.1837689473115458,0.9681697576740608,0.7642879624608044
2025-10-06,0.9703405498643802,1.1892395318002467,1.1917482612678252,0.9681697576740608,0.7829638476937887
2025-10-07,0.9703405498643802,1.1692433518422178,1.171709898886022,0.9681697576740608,0.7418551891520156
2025-10-08,0.9703405498643802,1.186235818843183,1.1887382119058523,0.9681697576740608,0.757111061265512
2025-10-09,0.9703405498643802,1.1652404910997345,1.1676985940122844,0.9681697576740608,0.7377244359789246
2025-10-10,0.9703405498643802,1.124949443376494,1.1273225513523635,0.9681697576740608,0.6103512138347784
2025-10-11,0.9583010082063558,1.1149148028863185,1.111354556217764,0.9612346677321998,0.5998685302010452
2025-10-12,1.0336864348768047,1.1966394949452825,1.2091701141050784,1.0227078146462467,0.6550987276878126
2025-10-13,1.0740108657893759,1.2369695088448733,1.2548678802618196,1.0584211500091754,0.6859697769166984
2025-10-14,1.0437112672875946,1.2066793735959798,1.2171510072369054,1.0344557898537086,0.6583674899742075
2025-10-15,1.0077630785103175,1.1753174757448797,1.179318093236111,1.0040947874996604,0.629488685268882
2025-10-16,1.0077630785103175,1.1661381790897345,1.1758969602611709,1.0040947874996604,0.6066012347483254
2025-10-17,1.0077630785103175,1.1500749857570476,1.1625092069629186,1.0040947874996604,0.5872594108262844
2025-10-18,1.0077630785103175,1.1666287586132003,1.1755052719150607,1.0040947874996604,0.6029561611140006
2025-10-19,1.0077630785103175,1.1867299786915535,1.191261408116375,1.0040947874996604,0.6159629203019792
2025-10-20,1.0077630785103175,1.1941668116787694,1.1952264097136323,1.0040947874996604,0.6259261424856001
2025-10-21,1.0077630785103175,1.1816489038709623,1.1826973946213286,1.0040947874996604,0.6035262927965639
2025-10-22,1.0077630785103175,1.1759555905723014,1.1769990295798758,1.0040947874996604,0.5953915248696466
2025-10-23,1.0077630785103175,1.1979935069473628,1.1990565004532328,1.0040947874996604,0.6167299504519486
2025-10-24,1.0077630785103175,1.2040684427281092,1.2051368265948166,1.0040947874996604,0.6260953917023409
2025-10-25,1.0077630785103175,1.2271507962199277,1.228239661326074,1.0040947874996604,0.6368202450489981
2025-10-26,1.0077630785103175,1.2478108425775014,1.2489180395819273,1.0040947874996604,0.6674079173718135
2025-10-27,1.0077630785103175,1.2478108425775014,1.2489180395819273,1.0040947874996604,0.6559808595577874
2025-10-28,1.0077630785103175,1.2349227620447274,1.236018523306113,1.0040947874996604,0.6416841903583951
2025-10-29,1.0077630785103175,1.2333778296733544,1.2344722200983635,1.0040947874996604,0.6373238925089877
2025-10-30,1.0077630785103175,1.199965733474574,1.2010304769598703,1.0040947874996604,0.6065913766507988
2025-10-31,1.0077630785103175,1.2140482132560169,1.2151254522886323,1.0040947874996604,0.6122101862923398
2025-11-01,1.0077630785103175,1.2118073179569142,1.2128825686171916,1.0040947874996604,0.6098600032142049
2025-11-02,1.0077630785103175,1.219880868618984,1.2209632830342176,1.0040947874996604,0.6123944591138581
2025-11-03,1.0077630785103175,1.2067772457133568,1.2078480331323076,1.0040947874996604,0.5574123708979717
2025-11-04,1.0077630785103175,1.160867749965999,1.1618978013579562,1.0040947874996604,0.5305591838936538
2025-11-05,1.0077630785103175,1.1936189407893614,1.1946780526920415,1.0040947874996604,0.5547923042673333
2025-11-06,1.0077630785103175,1.1683897741603932,1.1694264999314878,1.0040947874996604,0.532152225326687
2025-11-07,1.0077630785103175,1.24681120386245,1.2479175138758722,1.0040947874996604,0.568726447488669
2025-11-08,1.0077630785103175,1.2233554772818807,1.2244409747576006,1.0040947874996604,0.5569732851797565
2025-11-09,1.0077630785103175,1.235029633478145,1.23612548956779,1.0040947874996604,0.5746047338696362
2025-11-10,1.0077630785103175,1.244104741284588,1.245208649822437,1.0040947874996604,0.5928511876952276
2025-11-11,1.0077630785103175,1.2253212905768507,1.2264085323414624,1.0040947874996604,0.5541824138849518
2025-11-12,1.0077630785103175,1.2123884403539544,1.2134642066508614,1.0040947874996604,0.5474104225960119
2025-11-13,1.0077630785103175,1.1855030847914225,1.1865549954011323,1.0040947874996604,0.5332394138680115
2025-11-14,1.0077630785103175,1.1329724638755487,1.1339777634572612,1.0040947874996604,0.5052062061158288
2025-11-15,1.0077630785103175,1.1465412144881093,1.147558553779303,1.0040947874996604,0.5123346565199272
2025-11-16,1.0077630785103175,1.1266960306873584,1.1276957611172513,1.0040947874996604,0.5027542641741207
2025-11-17,1.0077630785103175,1.1266960306873584,1.1276957611172513,1.0040947874996604,0.4904090271045448
2025-11-18,1.0077630785103175,1.1559469988506539,1.1569726840031873,1.0040947874996604,0.508912363032616
2025-11-19,1.0077630785103175,1.1438739993129734,1.1448889719532682,1.0040947874996604,0.4960164797169648
2025-11-20,1.0077630785103175,1.1209872500848581,1.1219819150476416,1.0040947874996604,0.47284248746640406
2025-11-21,1.0077630785103175,1.0875416980138115,1.0885066863510995,1.0040947874996604,0.45007976163330404
2025-11-22,1.0077630785103175,1.082712275057545,1.0836729781919419,1.0040947874996604,0.44254825180898355
2025-11-23,1.0077630785103175,1.102970453604046,1.1039491320547619,1.0040947874996604,0.4574851187655766
2025-11-24,1.0077630785103175,1.132668983151298,1.1336740134510508,1.0040947874996604,0.4834527084880341
2025-11-25,1.0077630785103175,1.131556522859337,1.1325605660601956,1.0040947874996604,0.4836690206280087
2025-11-26,1.0077630785103175,1.1419656092001507,1.142978888503808,1.0040947874996604,0.5000837733593783
2025-11-27,1.0077630785103175,1.1359559844566267,1.1369639313506856,1.0040947874996604,0.49468914838309663
2025-11-28,1.0077630785103175,1.1335118554397767,1.1345176336298675,1.0040947874996604,0.48958018233145373
2025-11-29,1.0077630785103175,1.1297644082797422,1.13076686131659,1.0040947874996604,0.4845431113885533
2025-11-30,1.0077630785103175,1.1253223960692489,1.1263209076572445,1.0040947874996604,0.47374878856589125
2025-12-01,1.0077630785103175,1.0771454723915648,1.078101236037518,1.0040947874996604,0.4484011693357316
2025-12-02,1.0077630785103175,1.1379773983722092,1.138987138890234,1.0040947874996604,0.47945157261664983
2025-12-03,1.0077630785103175,1.1754267251735209,1.1764696949127043,1.0040947874996604,0.4997409216502404
2025-12-04,1.0077630785103175,1.1532698858005952,1.1542931955197304,1.0040947874996604,0.4834788524927966
2025-12-05,1.0077630785103175,1.114528702052611,1.115517636270965,1.0040947874996604,0.462299631952446
2025-12-06,1.0077630785103175,1.116288474169132,1.1172789698536547,1.0040947874996604,0.4620470918196514
2025-12-07,1.0077630785103175,1.1158660817130397,1.1168562026038469,1.0040947874996604,0.4603440069625145
2025-12-08,1.0077630785103175,1.129734081027391,1.1307365071545163,1.0040947874996604,0.46655590323332574
2025-12-09,1.0077630785103175,1.1585810212075136,1.1596090435585733,1.0040947874996604,0.47927573148777053
2025-12-10,1.0077630785103175,1.156720544292904,1.1577469158212619,1.0040947874996604,0.47359555212566556
2025-12-11,1.0077630785103175,1.153026776209775,1.1540498702149562,1.0040947874996604,0.4713327635441379
2025-12-12,1.0077630785103175,1.1472282225698678,1.1482461714512842,1.0040947874996604,0.45817417250161796
2025-12-13,1.0077630785103175,1.1534329979162614,1.1544564523666647,1.0040947874996604,0.4645989597868054
2025-12-14,1.0077630785103175,1.130943787775449,1.1319472872893745,1.0040947874996604,0.4492774968340087
2025-12-15,1.0077630785103175,1.1063784502850489,1.1073601526906678,1.0040947874996604,0.43683016683476217
2025-12-16,1.0077630785103175,1.1099284273058947,1.110913279647216,1.0040947874996604,0.43803318470958097
2025-12-17,1.0077630785103175,1.090243683830755,1.0912110696713337,1.0040947874996604,0.4192783977636632
2025-12-18,1.0077630785103175,1.0727422099836355,1.0736940665638846,1.0040947874996604,0.40498541679185157
2025-12-19,1.0077630785103175,1.1050046761999075,1.1059851596398784,1.0040947874996604,0.4283175803831487
2025-12-20,1.0077630785103175,1.1065513385875314,1.107533194398942,1.0040947874996604,0.42690227226768185
2025-12-21,1.0077630785103175,1.1095480637644715,1.1105325786048195,1.0040947874996604,0.4230671809958706
2025-12-22,1.0077630785103175,1.0974360602854463,1.098409828004907,1.0040947874996604,0.42245536830021385
2025-12-23,1.0077630785103175,1.0925521912981593,1.0935216255041353,1.0040947874996604,0.41518774083006094
2025-12-24,1.0077630785103175,1.0967804636746494,1.0977536496756488,1.0040947874996604,0.415987058474271
2025-12-25,1.0077630785103175,1.0876540535467427,1.0886191415783943,1.0040947874996604,0.4106628615464369
2025-12-26,1.0077630785103175,1.0948980860062394,1.0958696017517444,1.0040947874996604,0.41512959698447466
2025-12-27,1.0077630785103175,1.1033676263601766,1.1043466572268754,1.0040947874996604,0.422678248585163
2025-12-28,1.0077630785103175,1.1028596111096687,1.1038381912085553,1.0040947874996604,0.41832639233102453
2025-12-29,1.0077630785103175,1.1013079926436227,1.1022851959734838,1.0040947874996604,0.4145404839239352
2025-12-30,1.0077630785103175,1.1077964352170573,1.1087793958171197,1.0040947874996604,0.41623145201920203
2025-12-31,1.0077630785103175,1.105018519740429,1.1059990154639339,1.0040947874996604,0.4069612007707398
2026-01-01,1.0077630785103175,1.1252788875776913,1.1262773605600984,1.0040947874996604,0.41723911074657016
2026-01-02,1.0077630785103175,1.15777272930039,1.1588000344446843,1.0040947874996604,0.4396487123120832
2026-01-03,1.0077630785103175,1.1669259229535152,1.1679613498324888,1.0040947874996604,0.44471340907403273
2026-01-04,1.0077630785103175,1.1796249868281872,1.1806716817335325,1.0040947874996604,0.45394648162580375
2026-01-05,1.0077630785103175,1.2019735283706594,1.203040053395607,1.0040947874996604,0.4681542559914454
2026-01-06,1.0077630785103175,1.2019735283706594,1.203040053395607,1.0040947874996604,0.47368952270713066
2026-01-07,1.0077630785103175,1.2019735283706594,1.203040053395607,1.0040947874996604,0.4557469752681097
2026-01-08,1.0077630785103175,1.1887161156172776,1.1897708771864304,1.0040947874996604,0.4463762320637198
2026-01-09,1.0077630785103175,1.181639825715156,1.182688308410368,1.0040947874996604,0.44243042176834196
2026-01-10,1.0077630785103175,1.1747728300585063,1.1758152195889846,1.0040947874996604,0.4386071848790394
2026-01-11,1.0077630785103175,1.1786498083800048,1.1796956379982249,1.0040947874996604,0.440671328245177
2026-01-12,1.0077630785103175,1.1720690979618988,1.1731090884395912,1.0040947874996604,0.4348973108299627
2026-01-13,1.0077630785103175,1.1720690979618988,1.1731090884395912,1.0040947874996604,0.4657594170756464
2026-01-14,1.0077630785103175,1.1720690979618988,1.1731090884395912,1.0040947874996604,0.46600391074024133
2026-01-15,1.0077630785103175,1.1720690979618988,1.1731090884395912,1.0040947874996604,0.4544877660192714
2026-01-16,1.0077630785103175,1.1691785539358892,1.1702159796004084,1.0040947874996604,0.45384665462309126
2026-01-17,1.0077630785103175,1.1686805860628529,1.1697175698747142,1.0040947874996604,0.4519588629304009
2026-01-18,1.0077630785103175,1.154491161242531,1.1555155546135023,1.0040947874996604,0.43729851973038714
2026-01-19,1.0077630785103175,1.136441645357643,1.1374500231842408,1.0040947874996604,0.4265884950376337
2026-01-20,1.0077630785103175,1.0828836332547591,1.0838444884372673,1.0040947874996604,0.3991916560271449
2026-01-21,1.0077630785103175,1.0993561602238482,1.1003316316702108,1.0040947874996604,0.4080587494805244
2026-01-22,1.0077630785103175,1.0944577959916841,1.0954289210627632,1.0040947874996604,0.4036501991514301
2026-01-23,1.0077630785103175,1.1007940874817257,1.1017708348175885,1.0040947874996604,0.4056377290028671
2026-01-24,1.0077630785103175,1.1006357614851845,1.101612368336558,1.0040947874996604,0.4051364574612299
2026-01-25,1.0077630785103175,1.0902814679125432,1.0912488872793755,1.0040947874996604,0.38662631901337685
2026-01-26,1.0077630785103175,1.1077083525426028,1.108691234985889,1.0040947874996604,0.4019831041547127
2026-01-27,1.0077630785103175,1.1164130188487738,1.1174036250432329,1.0040947874996604,0.4246750670268046
2026-01-28,1.0077630785103175,1.1153445694938395,1.1163342276408184,1.0040947874996604,0.42802860427259304
2026-01-29,1.0077630785103175,1.0846574289322521,1.0856198580241974,1.0040947874996604,0.39811478490377794
2026-01-30,1.0077630785103175,1.0669792567816236,1.0679259998267892,1.0040947874996604,0.38856993050519756
2026-01-31,1.0077630785103175,1.0557297741693847,1.056666535418412,1.0040947874996604,0.36234882836766236
2026-02-01,0.9994378149457125,1.0443235878880546,1.0452502282959641,0.9957998281703927,0.34943207036773954
2026-02-02,1.003197529291009,1.0547652389934987,1.0557011443992994,0.9995458570308469,0.35848761766917947
2026-02-03,0.9978361916508158,1.0418747942347297,1.0427992617996849,0.9942040348373793,0.34748191267743517
2026-02-04,0.9936395543399748,1.036510155815785,1.0374298632749737,0.9900226734254579,0.33993228192650404
2026-02-05,0.977046170341884,0.9991552161675732,1.0000417781564168,0.9734896898951503,0.28883147004772874
2026-02-06,1.064406755245023,1.0276734689440703,1.090360107280641,0.9865434831325253,0.320990650651878
2026-02-07,1.0583795972369303,1.0289914250040373,1.087740924165242,0.9845537445414259,0.31788806036911427
2026-02-08,1.0539290547153437,1.029150387466216,1.0831479068108696,0.986230154891466,0.3173699029592383
2026-02-09,1.0539234861461269,1.0299934911493671,1.0841110696520693,0.9859121534095032,0.31468749835010595
2026-02-10,1.0264434485297877,1.0254730781091985,1.05693047720247,0.9838445467438588,0.300547015263207
2026-02-11,1.0264434485297877,1.0219226405501904,1.0591337597978707,0.9838445467438588,0.2940605385310929
2026-02-12,1.0264434485297877,1.030894196215434,1.066177722207206,0.9838445467438588,0.3001240513131293
2026-02-13,1.0264434485297877,1.0533601008591087,1.0741734755537047,0.9838445467438588,0.3141446084516706
2026-02-14,1.0264434485297877,1.068375689659367,1.0774261520424122,0.9838445467438588,0.3333798408959887
2026-02-15,1.0264434485297877,1.0474259451654506,1.0661554186663718,0.9838445467438588,0.319664184778366
2026-02-16,1.0264434485297877,1.049342882987109,1.068106634077104,0.9838445467438588,0.3217583754317939
2026-02-17,1.0264434485297877,1.0469896787095618,1.0657113511424814,0.9838445467438588,0.3169250669912108
2026-02-18,1.0264434485297877,1.0418806957527171,1.0605110122655848,0.9838445467438588,0.30583354340119673
2026-02-19,1.0264434485297877,1.0441501482249058,1.0628210457928213,0.9838445467438588,0.306927832457712
2026-02-20,1.0264434485297877,1.0562367813544031,1.075123805204047,0.9838445467438588,0.3104303511283776
2026-02-21,1.0264434485297877,1.0545335178911364,1.0733900849547444,0.9838445467438588,0.3097935667331472
2026-02-22,1.0264434485297877,1.0420405596177993,1.0606737347251467,0.9838445467438588,0.3018835055995977
2026-02-23,1.0264434485297877,1.013514485812038,1.0316375739333827,0.9838445467438588,0.28511871414967715
2026-02-24,1.0264434485297877,1.0101050725244882,1.0281671954614995,0.9838445467438588,0.28380132454349166
2026-02-25,1.0264434485297877,1.0597992255269082,1.078749950971911,0.9838445467438588,0.30772556304462834
2026-02-26,1.0264434485297877,1.0518406725679341,1.0706490877069543,0.9838445467438588,0.30091926101619393
2026-02-27,1.0264434485297877,1.0389959078273099,1.0575746402074242,0.9838445467438588,0.2915291292203512
2026-02-28,1.0264434485297877,1.0620047820307952,1.080994945979575,0.9838445467438588,0.30201509516465014
2026-03-01,1.0264434485297877,1.0572176706341674,1.0761222341866012,0.9838445467438588,0.2986333012153217
2026-03-02,1.0264434485297877,1.062523556708635,1.0815229970903946,0.9838445467438588,0.30988793824755495
2026-03-03,1.0264434485297877,1.0555419359097096,1.074416534929318,0.9838445467438588,0.3013962375698293
2026-03-04,1.0264434485297877,1.0733007655618518,1.0924929178470753,0.9838445467438588,0.3174049871444301
2026-03-05,1.0264434485297877,1.0733007655618518,1.0924929178470753,0.9838445467438588,0.30926637552772274
2026-03-06,1.0264434485297877,1.069673535156055,1.0888008273754373,0.9838445467438588,0.29774851123571444
2026-03-07,1.0264434485297877,1.0618140070743347,1.0808007596941245,0.9838445467438588,0.29343984055169403
2026-03-08,1.0264434485297877,1.0533323139077044,1.072167401726617,0.9838445467438588,0.2905325277127826
2026-03-09,1.0264434485297877,1.0811595511484084,1.1004922297563493,0.9838445467438588,0.30016509189094276
2026-03-10,1.0264434485297877,1.0910022872402556,1.110510968042585,0.9838445467438588,0.3062875641073296
2026-03-11,1.0264434485297877,1.0858343883040427,1.1052506596843716,0.9838445467438588,0.30519935968714934
2026-03-12,1.0264434485297877,1.0867271158789342,1.1061593505047171,0.9838445467438588,0.3082040194156905
2026-03-13,1.0264434485297877,1.0867271158789342,1.1061593505047171,0.9838445467438588,0.3073402010149063
2026-03-14,1.0264434485297877,1.0867271158789342,1.1061593505047171,0.9838445467438588,0.3090085982886142
2026-03-15,1.0264434485297877,1.0867271158789342,1.1061593505047171,0.9838445467438588,0.3174394570398318
2026-03-16,1.0264434485297877,1.0867271158789342,1.1061593505047171,0.9838445467438588,0.34185385766775506
2026-03-17,1.0264434485297877,1.0867271158789342,1.1061593505047171,0.9838445467438588,0.33591811778324104
2026-03-18,1.0264434485297877,1.0867271158789342,1.1061593505047171,0.9838445467438588,0.32153738881878924
2026-03-19,1.0264434485297877,1.078650148982976,1.0979379558922755,0.9838445467438588,0.31083525470768697
2026-03-20,1.0264434485297877,1.0809123721938603,1.1002406308886792,0.9838445467438588,0.31179998025293926
2026-03-21,1.0264434485297877,1.0698575652162101,1.0889881481561927,0.9838445467438588,0.3024801052843794
2026-03-22,1.0264434485297877,1.0611564972350027,1.080131492638763,0.9838445467438588,0.29594994862556284
2026-03-23,1.0264434485297877,1.084882422952646,1.1042816718313795,0.9838445467438588,0.3056647132116002
2026-03-24,1.0264434485297877,1.0868798030710876,1.1063147679621774,0.9838445467438588,0.31115441055001825
2026-03-25,1.0264434485297877,1.0871121043915408,1.1065512231623829,0.9838445467438588,0.31318442220149334
2026-03-26,1.0264434485297877,1.079927182160626,1.099237824249034,0.9838445467438588,0.2978018345416709
2026-03-27,1.0264434485297877,1.0589603693639171,1.0778960948613363,0.9838445467438588,0.2868741364967189
2026-03-28,1.0264434485297877,1.0571428005479773,1.0760460253162218,0.9838445467438588,0.2866410648085278
2026-03-29,1.0264434485297877,1.0524983891320816,1.0713185651836672,0.9838445467438588,0.28328009704732066
2026-03-30,1.0264434485297877,1.059390328133753,1.0783337419087284,0.9838445467438588,0.28626988700083494
